,Twitter Account,Tweet Date,Tweet,Compound,Positive,Neutral,Negative,Tweets Ago
78,@BBCNews,Mon Jun 18 15:34:22 +0000 2018,Buckingham Palace terror suspect 'said Queen was enemy' https://t.co/DDggu2qzFY,-0.8442,0.0,0.397,0.603,79
79,@BBCNews,Mon Jun 18 15:29:05 +0000 2018,Bedroom cover versions make it onto YouTube's music streaming app https://t.co/BmxqvOgJW8,0.0,0.0,1.0,0.0,80
80,@BBCNews,Mon Jun 18 15:02:12 +0000 2018,"""Don't ask me how much for a night""

After being confused for a prostitute at a networking event, magazine editor S… https://t.co/u8c5IxJIRU",-0.3182,0.0,0.887,0.113,81
81,@BBCNews,Mon Jun 18 14:58:11 +0000 2018,"RT @BBCSport: It's almost time for #BEL v #PAN on BBC One 🙌

You can also watch the game in VR. Find out all the details on how to do so, h…",0.0,0.0,1.0,0.0,82
82,@BBCNews,Mon Jun 18 14:51:16 +0000 2018,"Government establishing ""expert panel"" of clinicians to advise ministers on health benefits of medicinal cannabis -… https://t.co/03uasXNN7V",0.3818,0.14,0.86,0.0,83
83,@BBCNews,Mon Jun 18 14:23:47 +0000 2018,World Cup 2018: Sweden start with a 1-0 win over South Korea https://t.co/hzsa7uhsfc,0.5859,0.257,0.743,0.0,84
84,@BBCNews,Mon Jun 18 14:13:40 +0000 2018,"RT @bbcthree: This 13-year-old made an app to help disabled people find accessible services. 

Watch more Solutions Lab here: https://t.co/…",0.5709,0.207,0.793,0.0,85
85,@BBCNews,Mon Jun 18 14:12:11 +0000 2018,World Cup 2018: Sweden's Andreas Granqvist scores penalty against South Korea after VAR review https://t.co/0hSfA2fUQw,-0.4588,0.0,0.824,0.176,86
86,@BBCNews,Mon Jun 18 14:07:00 +0000 2018,RT @bbclaurak: Has the PM found the magic money tree after all? https://t.co/FwqE0kZqoK,0.0,0.0,1.0,0.0,87
87,@BBCNews,Mon Jun 18 13:58:13 +0000 2018,World Cup 2018: Flies plague England's build-up in Volgograd https://t.co/UO2mJC2cNn,0.0,0.0,1.0,0.0,88
88,@BBCNews,Mon Jun 18 13:52:15 +0000 2018,"RT @BBCSport: FT #SWE 1-0 #KOR 

Andreas Granqvist's penalty proves the difference between the sides.

Live reaction:
📻 @5liveSport 
📱 http…",-0.4588,0.0,0.857,0.143,89
89,@BBCNews,Mon Jun 18 13:50:08 +0000 2018,"""I feel gravely misunderstood and maligned""

Tory MP Sir Christopher Chope who blocked progress of Bill to ban upsk… https://t.co/hP2nXplb8O",-0.7783,0.099,0.528,0.373,90
90,@BBCNews,Mon Jun 18 13:49:40 +0000 2018,"RT @bbcweather: Here's tomorrow's snapshot. Warm and humid for England and Wales with some sunshine breaking through, although staying clou…",0.6249,0.221,0.779,0.0,91
91,@BBCNews,Mon Jun 18 13:31:55 +0000 2018,"'Knicker bunting' hung outside office of Tory MP who blocked progress of Bill to ban upskirting

https://t.co/mfi9KrhBtr",-0.4404,0.124,0.622,0.253,92
92,@BBCNews,Mon Jun 18 13:27:52 +0000 2018,'Shocking' level of sexual harassment at music festivals https://t.co/d8P1Jv1gqq,-0.25,0.192,0.538,0.269,93
93,@BBCNews,Mon Jun 18 13:22:35 +0000 2018,"""How the PM expects to fund this increase has completely unravelled"" - Shadow health secretary Jon Ashworth on gove… https://t.co/6my4fsK72a",0.3869,0.127,0.873,0.0,94
94,@BBCNews,Mon Jun 18 13:16:33 +0000 2018,Cannabis oil row: Boy discharged from hospital https://t.co/PSghipWyx0,0.0,0.0,1.0,0.0,95
95,@BBCNews,Mon Jun 18 13:11:51 +0000 2018,For more on PM's announcement on NHS funding https://t.co/YgeobRAwTO https://t.co/7CyGslxcte,0.0,0.0,1.0,0.0,96
96,@BBCNews,Mon Jun 18 13:09:24 +0000 2018,How does gaming affect your brain? https://t.co/RgO3INuVBC,0.0,0.0,1.0,0.0,97
97,@BBCNews,Mon Jun 18 13:04:51 +0000 2018,"Mother of 12-year-old boy with severe epilepsy calls for government review to ""make cannabis-based medication avail… https://t.co/kuDTk8IIST",-0.3818,0.0,0.86,0.14,98
98,@BBCNews,Mon Jun 18 13:04:39 +0000 2018,Caster Semenya: Olympic champion to challenge 'unfair' IAAF testosterone ruling https://t.co/ALg86yH3wi,0.6369,0.366,0.634,0.0,99
99,@BBCNews,Mon Jun 18 12:54:48 +0000 2018,Cristiano Ronaldo: Mocked statue at Madeira airport is replaced https://t.co/k6usx1461W,-0.3182,0.0,0.796,0.204,100
