,Twitter Account,Tweet Date,Tweet,Compound,Positive,Neutral,Negative,Tweets Ago
38,@FoxNews,Sat Jun 23 11:26:44 +0000 2018,Manuel Padilla: “This administration has been pushing for two main things: the first one is border security and the… https://t.co/wqjOGcMJcs,0.34,0.112,0.888,0.0,39
39,@FoxNews,Sat Jun 23 11:20:20 +0000 2018,"WikiLeaks posts ICE employees' personal data, report says https://t.co/DA78yy9riX",0.0,0.0,1.0,0.0,40
40,@FoxNews,Sat Jun 23 11:03:53 +0000 2018,"Armed bank robber caught after giving teller his ID, police say https://t.co/WgCaM1ngFH",-0.296,0.15,0.625,0.225,41
41,@FoxNews,Sat Jun 23 11:01:19 +0000 2018,Girl's floral Duck Tape prom dress may earn her $10K https://t.co/K9psLX0VdY,0.0,0.0,1.0,0.0,42
42,@FoxNews,Sat Jun 23 10:52:00 +0000 2018,Child scales 'un-climbable' pool ladder in viral video https://t.co/hky2uzs76a https://t.co/yOLxb7UNkl,0.0,0.0,1.0,0.0,43
43,@FoxNews,Sat Jun 23 10:46:00 +0000 2018,"DARING: A brave deputy was called to rescue a bear trapped inside a vehicle in Carnelian Bay, California. https://t.co/0ZjgY62fzs",0.7603,0.392,0.474,0.134,44
44,@FoxNews,Sat Jun 23 10:41:13 +0000 2018,Employees call on Amazon to cut ties with ICE https://t.co/N7KVKf97gf,-0.1027,0.144,0.678,0.178,45
45,@FoxNews,Sat Jun 23 10:26:32 +0000 2018,WWII veteran who was POW awarded Purple Heart at age 94 https://t.co/jV9iQj0Ign,0.4019,0.197,0.803,0.0,46
46,@FoxNews,Sat Jun 23 10:14:56 +0000 2018,Coffins at DMZ to collect US service members' remains from North Korea https://t.co/avwD2cAP3V,0.0,0.0,1.0,0.0,47
47,@FoxNews,Sat Jun 23 10:14:19 +0000 2018,FBI agent Peter Strzok subpoenaed to testify by House Judiciary Committee https://t.co/vygVyWgxZ7 https://t.co/IllLIVT7Vf,0.0,0.0,1.0,0.0,48
48,@FoxNews,Sat Jun 23 10:02:46 +0000 2018,Protesters taunt DHS boss Kirstjen Nielsen outside her home https://t.co/5cBdqpHlKd,-0.2263,0.0,0.826,0.174,49
49,@FoxNews,Sat Jun 23 09:49:24 +0000 2018,"Texas man sends Utah city $50, apology note 75 years after crime: I was a 'stupid' teen https://t.co/Wv7zVw12VT",-0.5106,0.064,0.749,0.187,50
50,@FoxNews,Sat Jun 23 09:35:52 +0000 2018,"'Ashamed' Comey weighs calling himself Canadian, rips Trump border actions during Ireland visit https://t.co/271e5A4Mpc",0.0,0.0,1.0,0.0,51
51,@FoxNews,Sat Jun 23 09:35:03 +0000 2018,Deaths reported after explosion in Ethiopia capital https://t.co/OHBEpTL3hV,0.0,0.0,1.0,0.0,52
52,@FoxNews,Sat Jun 23 09:30:00 +0000 2018,Driver in fatal self-driving Uber crash was reportedly watching ‘The Voice’ https://t.co/CoaVz9GlLJ,-0.7574,0.0,0.606,0.394,53
53,@FoxNews,Sat Jun 23 09:15:00 +0000 2018,"National Border Patrol Council President Brandon Judd: ""We're enforcing the law in a very humane way...and we're do… https://t.co/yucYYRABCE",0.0,0.0,1.0,0.0,54
54,@FoxNews,Sat Jun 23 08:33:00 +0000 2018,OPINION: Chris Pratt uncorks some truth in a Hollywood culture of lies https://t.co/LYd1lKaYzr,-0.128,0.152,0.662,0.185,55
55,@FoxNews,Sat Jun 23 08:25:00 +0000 2018,"Teen, 17, shot dead by cop while fleeing traffic stop had empty handgun clip in his pocket.
https://t.co/i5f5fFlUqJ",-0.8074,0.0,0.644,0.356,56
56,@FoxNews,Sat Jun 23 08:18:00 +0000 2018,Jennifer Lopez shares fake photo about border separation. https://t.co/ndYDvTYWkd,-0.2263,0.179,0.569,0.252,57
57,@FoxNews,Sat Jun 23 08:05:00 +0000 2018,"Angel Mom Laura Wilkerson: ""We weren't lucky enough to be separated for five days or ten days. We're separated perm… https://t.co/YTWFpKJ09Y",-0.3252,0.0,0.896,0.104,58
58,@FoxNews,Sat Jun 23 07:53:00 +0000 2018,".@DiamondandSilk: ""This is what we call a dis to the media, to all of these Hollywood elites that say the most sala… https://t.co/kOlw6qqq8w",0.0,0.0,1.0,0.0,59
59,@FoxNews,Sat Jun 23 07:43:01 +0000 2018,".@marklevinshow: ""Where are the pro-Trump texts? Where are the pro-Trump senior FBI agents? Where are the anti-Hill… https://t.co/sbanEnC5gg",0.0,0.0,1.0,0.0,60
